Commercial AO designator,CFN,CFN suffix,ATC AO designator,ATC flight id,Start of period of operation,End of period of operation,Days of operation,ICAO ADEP,EOBT,ICAO ADES,ETA,ICAO aircraft type,No-change indicator,Change-actions indicator,Call-sign format,Next CFN
AF,1901,,AFR,1901,15MAY11,10JUL11,1234567,LEMD,1730,LFPG,1935,B319,N,,,
AF,1901,,AFR,1901,11JUL11,26AUG11,12345,LEMD,1730,LFPG,1935,B320,N,,,
AF,1901,,AFR,1901,16JUL11,27AUG11,6,LEMD,1730,LFPG,1935,B319,N,,,
AF,1901,,AFR,1901,17JUL11,28AUG11,7,LEMD,1730,LFPG,1935,B318,N,,,
AF,1901,,AFR,1901,29AUG11,29OCT11,1234567,LEMD,1730,LFPG,1935,B319,N,,,
AF,1904,,AFR,1904,27MAR11,10JUL11,7,LFPG,1205,LIRF,1410,B321,N,,,
AF,1904,,AFR,1904,28MAR11,09JUL11,123456,LFPG,1205,LIRF,1410,B320,N,,,
AF,1904,,AFR,1904,11JUL11,28AUG11,123457,LFPG,1205,LIRF,1410,B321,N,,,
AF,1904,,AFR,1904,16JUL11,27AUG11,6,LFPG,1205,LIRF,1410,B320,N,,,
AF,1904,,AFR,1904,29AUG11,29OCT11,123456,LFPG,1205,LIRF,1410,B320,N,,,
AF,1904,,AFR,1904,04SEP11,23OCT11,7,LFPG,1205,LIRF,1410,B321,N,,,
AF,1905,,AFR,1905,27MAR11,10JUL11,7,LIRF,1600,LFPG,1810,B321,N,,,
AF,1905,,AFR,1905,28MAR11,09JUL11,123456,LIRF,1600,LFPG,1810,B320,N,,,
AF,1905,,AFR,1905,11JUL11,28AUG11,123457,LIRF,1600,LFPG,1810,B321,N,,,
AF,1905,,AFR,1905,16JUL11,27AUG11,6,LIRF,1600,LFPG,1810,B320,N,,,
AF,1905,,AFR,1905,29AUG11,29OCT11,123456,LIRF,1600,LFPG,1810,B320,N,,,
AF,1905,,AFR,1905,04SEP11,23OCT11,7,LIRF,1600,LFPG,1810,B321,N,,,
AF,1906,,AFR,1906,27MAR11,19JUN11,7,LFPG,1055,EDDL,1205,B320,N,,,
AF,1906,,AFR,1906,28MAR11,16JUL11,123456,LFPG,1055,EDDL,1205,B318,N,,,
AF,1906,,AFR,1906,26JUN11,10JUL11,7,LFPG,1055,EDDL,1205,B320,N,,,
AF,1906,,AFR,1906,17JUL11,27AUG11,1234567,LFPG,1055,EDDL,1205,B318,N,,,
AF,1906,,AFR,1906,28AUG11,28AUG11,7,LFPG,1055,EDDL,1205,B319,N,,,
AF,1906,,AFR,1906,29AUG11,29OCT11,123456,LFPG,1055,EDDL,1205,B318,N,,,
AF,1906,,AFR,1906,04SEP11,23OCT11,7,LFPG,1055,EDDL,1205,B320,N,,,
AF,1907,,AFR,1907,27MAR11,19JUN11,7,EDDL,1425,LFPG,1540,B320,N,,,
AF,1907,,AFR,1907,28MAR11,08JUL11,12345,EDDL,1425,LFPG,1540,B318,N,,,
AF,1907,,AFR,1907,26JUN11,10JUL11,7,EDDL,1425,LFPG,1540,B320,N,,,
AF,1907,,AFR,1907,29AUG11,28OCT11,12345,EDDL,1425,LFPG,1540,B318,N,,,
AF,1907,,AFR,1907,04SEP11,23OCT11,7,EDDL,1425,LFPG,1540,B320,N,,,
AF,1918,,AFR,1918,27MAR11,29OCT11,1234567,LFPG,1115,EDDF,1235,B318,N,,,
AF,1919,,AFR,1919,27MAR11,29OCT11,1234567,EDDF,1355,LFPG,1515,B318,N,,,
AF,1924,,AFR,1924,27MAR11,08MAY11,67,LFPG,1405,LPPT,1635,B321,N,,,
AF,1924,,AFR,1924,28MAR11,06MAY11,12345,LFPG,1405,LPPT,1635,B319,N,,,
AF,1924,,AFR,1924,09MAY11,29OCT11,1234567,LFPG,1405,LPPT,1635,B321,N,,,
AF,1925,,AFR,1925,27MAR11,08MAY11,67,LPPT,1730,LFPG,2000,B321,N,,,
AF,1925,,AFR,1925,28MAR11,06MAY11,12345,LPPT,1730,LFPG,2000,B319,N,,,
AF,1925,,AFR,1925,09MAY11,29OCT11,1234567,LPPT,1730,LFPG,2000,B321,N,,,
AF,1944,,AFR,1944,27MAR11,13MAY11,123457,LFPG,0735,UUEE,1115,B321,N,,,
AF,1944,,AFR,1944,02APR11,18JUN11,6,LFPG,0735,UUEE,1115,B320,N,,,
AF,1944,,AFR,1944,15MAY11,19JUN11,7,LFPG,0735,UUEE,1115,B320,N,,,
AF,1944,,AFR,1944,16MAY11,08JUL11,12345,LFPG,0735,UUEE,1115,B321,N,,,
AF,1944,,AFR,1944,25JUN11,10JUL11,67,LFPG,0735,UUEE,1115,B320,N,,,
AF,1944,,AFR,1944,11JUL11,28AUG11,1234567,LFPG,0735,UUEE,1115,B320,N,,,
AF,1944,,AFR,1944,29AUG11,28OCT11,12345,LFPG,0735,UUEE,1115,B321,N,,,
AF,1944,,AFR,1944,03SEP11,29OCT11,6,LFPG,0735,UUEE,1115,B320,N,,,
AF,1944,,AFR,1944,04SEP11,23OCT11,7,LFPG,0735,UUEE,1115,B320,N,,,
AF,1945,,AFR,1945,27MAR11,13MAY11,123457,UUEE,1215,LFPG,1610,B321,N,,,
AF,1945,,AFR,1945,02APR11,18JUN11,6,UUEE,1215,LFPG,1610,B320,N,,,
AF,1945,,AFR,1945,15MAY11,19JUN11,7,UUEE,1215,LFPG,1610,B320,N,,,
AF,1945,,AFR,1945,16MAY11,08JUL11,12345,UUEE,1215,LFPG,1610,B321,N,,,
AF,1945,,AFR,1945,25JUN11,10JUL11,67,UUEE,1215,LFPG,1610,B320,N,,,
AF,1945,,AFR,1945,11JUL11,28AUG11,1234567,UUEE,1215,LFPG,1610,B320,N,,,
AF,1945,,AFR,1945,29AUG11,28OCT11,12345,UUEE,1215,LFPG,1610,B321,N,,,
AF,1945,,AFR,1945,03SEP11,29OCT11,6,UUEE,1215,LFPG,1610,B320,N,,,
AF,1945,,AFR,1945,04SEP11,23OCT11,7,UUEE,1215,LFPG,1610,B320,N,,,
AF,1948,,AFR,1948,27MAR11,10JUL11,67,LFPG,1345,LEBL,1525,B321,N,,,
AF,1948,,AFR,1948,28MAR11,08JUL11,12345,LFPG,1345,LEBL,1525,B320,N,,,
AF,1948,,AFR,1948,11JUL11,28AUG11,1234567,LFPG,1345,LEBL,1525,B321,N,,,
AF,1948,,AFR,1948,29AUG11,28OCT11,12345,LFPG,1345,LEBL,1525,B320,N,,,
AF,1948,,AFR,1948,03SEP11,29OCT11,67,LFPG,1345,LEBL,1525,B321,N,,,
AF,1949,,AFR,1949,27MAR11,10JUL11,67,LEBL,1620,LFPG,1815,B321,N,,,
AF,1949,,AFR,1949,28MAR11,08JUL11,12345,LEBL,1620,LFPG,1815,B320,N,,,
AF,1949,,AFR,1949,11JUL11,28AUG11,1234567,LEBL,1620,LFPG,1815,B321,N,,,
AF,1949,,AFR,1949,29AUG11,28OCT11,12345,LEBL,1620,LFPG,1815,B320,N,,,
AF,1949,,AFR,1949,03SEP11,29OCT11,67,LEBL,1620,LFPG,1815,B321,N,,,
AF,1952,,AFR,1952,27MAR11,29OCT11,1234567,LFPG,0535,UKBB,0840,B319,N,,,
AF,1953,,AFR,1953,27MAR11,29OCT11,1234567,UKBB,0930,LFPG,1245,B319,N,,,
AF,1960,,AFR,1960,20JUN11,10JUL11,134567,LFPG,0605,LLBG,1030,B320,N,,,
AF,1960,,AFR,1960,11JUL11,26AUG11,12345,LFPG,0615,LLBG,1040,B320,N,,,
AF,1960,,AFR,1960,16JUL11,28AUG11,67,LFPG,0600,LLBG,1025,B320,N,,,
AF,1961,,AFR,1961,20JUN11,10JUL11,134567,LLBG,1140,LFPG,1640,B320,N,,,
AF,1961,,AFR,1961,11JUL11,26AUG11,12345,LLBG,1210,LFPG,1710,B320,N,,,
AF,1961,,AFR,1961,16JUL11,28AUG11,67,LLBG,1130,LFPG,1630,B320,N,,,
AF,1980,,AFR,1980,27MAR11,23OCT11,7,LFPG,0815,EGLL,0935,B321,N,,,
AF,1980,,AFR,1980,28MAR11,29OCT11,123456,LFPG,0810,EGLL,0930,B321,N,,,
AF,1981,,AFR,1981,27MAR11,29OCT11,1234567,EGLL,1145,LFPG,1300,B321,N,,,
AF,1982,,AFR,1982,27MAR11,08MAY11,7,LFPG,1110,LKPR,1245,B320,N,,,
AF,1982,,AFR,1982,28MAR11,17JUN11,12345,LFPG,1110,LKPR,1245,B320,N,,,
AF,1982,,AFR,1982,02APR11,07MAY11,6,LFPG,1110,LKPR,1245,B319,N,,,
AF,1982,,AFR,1982,14MAY11,19JUN11,67,LFPG,1110,LKPR,1245,B320,N,,,
AF,1982,,AFR,1982,20JUN11,14JUL11,1234567,LFPG,1110,LKPR,1245,B320,N,,,
AF,1982,,AFR,1982,15JUL11,26AUG11,5,LFPG,1110,LKPR,1245,B320,N,,,
AF,1982,,AFR,1982,16JUL11,28AUG11,123467,LFPG,1110,LKPR,1245,B320,N,,,
AF,1982,,AFR,1982,29AUG11,28OCT11,12345,LFPG,1110,LKPR,1245,B320,N,,,
AF,1982,,AFR,1982,03SEP11,29OCT11,67,LFPG,1110,LKPR,1245,B320,N,,,
AF,1983,,AFR,1983,27MAR11,08MAY11,7,LKPR,1340,LFPG,1525,B320,N,,,
AF,1983,,AFR,1983,28MAR11,17JUN11,12345,LKPR,1340,LFPG,1525,B320,N,,,
AF,1983,,AFR,1983,02APR11,07MAY11,6,LKPR,1340,LFPG,1525,B319,N,,,
AF,1983,,AFR,1983,14MAY11,19JUN11,67,LKPR,1340,LFPG,1525,B320,N,,,
AF,1983,,AFR,1983,20JUN11,14JUL11,1234567,LKPR,1340,LFPG,1525,B320,N,,,
AF,1983,,AFR,1983,15JUL11,26AUG11,5,LKPR,1340,LFPG,1525,B320,N,,,
AF,1983,,AFR,1983,16JUL11,28AUG11,123467,LKPR,1340,LFPG,1525,B320,N,,,
AF,1983,,AFR,1983,29AUG11,28OCT11,12345,LKPR,1340,LFPG,1525,B320,N,,,
AF,1983,,AFR,1983,03SEP11,29OCT11,67,LKPR,1340,LFPG,1525,B320,N,,,
AF,2000,,AFR,2000,27MAR11,28OCT11,123457,LFPG,1615,LEMD,1820,B318,N,,,
AF,2001,,AFR,2001,27MAR11,28OCT11,123457,LEMD,1905,LFPG,2110,B318,N,,,
AF,2002,,AFR,2002,27MAR11,29OCT11,1234567,LFPG,1400,LIMF,1525,B318,N,,,
AF,2003,,AFR,2003,27MAR11,28OCT11,123457,LIMF,1615,LFPG,1740,B318,N,,,
AF,2008,,AFR,2008,27MAR11,29OCT11,1234567,LFPG,1045,EDDS,1205,B318,N,,,
AF,2009,,AFR,2009,27MAR11,10JUL11,1234567,EDDS,1400,LFPG,1520,B318,N,,,
AF,2009,,AFR,2009,16JUL11,28AUG11,67,EDDS,1400,LFPG,1520,B318,N,,,
AF,2009,,AFR,2009,29AUG11,29OCT11,1234567,EDDS,1400,LFPG,1520,B318,N,,,
AF,2022,,AFR,2022,27MAR11,13MAY11,123457,LFPG,1055,EDDM,1225,B320,N,,,
AF,2022,,AFR,2022,02APR11,09JUL11,6,LFPG,1055,EDDM,1225,B318,N,,,
AF,2022,,AFR,2022,15MAY11,10JUL11,7,LFPG,1055,EDDM,1225,B321,N,,,
AF,2022,,AFR,2022,16MAY11,08JUL11,12345,LFPG,1055,EDDM,1225,B320,N,,,
AF,2022,,AFR,2022,29AUG11,28OCT11,12345,LFPG,1055,EDDM,1225,B320,N,,,
AF,2022,,AFR,2022,03SEP11,29OCT11,6,LFPG,1055,EDDM,1225,B318,N,,,
AF,2022,,AFR,2022,04SEP11,23OCT11,7,LFPG,1055,EDDM,1225,B321,N,,,
AF,2023,,AFR,2023,27MAR11,13MAY11,123457,EDDM,1410,LFPG,1550,B320,N,,,
AF,2023,,AFR,2023,02APR11,09JUL11,6,EDDM,1410,LFPG,1550,B318,N,,,
AF,2023,,AFR,2023,15MAY11,10JUL11,7,EDDM,1410,LFPG,1550,B321,N,,,
AF,2023,,AFR,2023,16MAY11,08JUL11,12345,EDDM,1410,LFPG,1550,B320,N,,,
AF,2023,,AFR,2023,29AUG11,28OCT11,12345,EDDM,1410,LFPG,1550,B320,N,,,
AF,2023,,AFR,2023,03SEP11,29OCT11,6,EDDM,1410,LFPG,1550,B318,N,,,
AF,2023,,AFR,2023,04SEP11,23OCT11,7,EDDM,1410,LFPG,1550,B321,N,,,
AF,2026,,AFR,2026,27MAR11,10JUL11,123457,LFPG,1330,LIPZ,1510,B320,N,,,
AF,2026,,AFR,2026,02APR11,07MAY11,6,LFPG,1330,LIPZ,1510,B320,N,,,
AF,2026,,AFR,2026,14MAY11,09JUL11,6,LFPG,1330,LIPZ,1510,B321,N,,,
AF,2026,,AFR,2026,11JUL11,26AUG11,12345,LFPG,1330,LIPZ,1510,B319,N,,,
AF,2026,,AFR,2026,16JUL11,28AUG11,67,LFPG,1330,LIPZ,1510,B320,N,,,
AF,2026,,AFR,2026,29AUG11,28OCT11,123457,LFPG,1330,LIPZ,1510,B320,N,,,
AF,2026,,AFR,2026,03SEP11,29OCT11,6,LFPG,1330,LIPZ,1510,B321,N,,,
AF,2027,,AFR,2027,27MAR11,10JUL11,123457,LIPZ,1600,LFPG,1750,B320,N,,,
AF,2027,,AFR,2027,02APR11,07MAY11,6,LIPZ,1600,LFPG,1750,B320,N,,,
AF,2027,,AFR,2027,14MAY11,09JUL11,6,LIPZ,1600,LFPG,1750,B321,N,,,
AF,2027,,AFR,2027,11JUL11,26AUG11,12345,LIPZ,1600,LFPG,1750,B319,N,,,
AF,2027,,AFR,2027,16JUL11,28AUG11,67,LIPZ,1600,LFPG,1750,B320,N,,,
AF,2027,,AFR,2027,29AUG11,28OCT11,123457,LIPZ,1600,LFPG,1750,B320,N,,,
AF,2027,,AFR,2027,03SEP11,29OCT11,6,LIPZ,1600,LFPG,1750,B321,N,,,
AF,2032,,AFR,2032,11JUL11,28AUG11,123457,LFPG,1205,LGAV,1520,B320,N,,,
AF,2032,,AFR,2032,16JUL11,27AUG11,6,LFPG,1205,LGAV,1520,B319,N,,,
AF,2033,,AFR,2033,11JUL11,28AUG11,123457,LGAV,1635,LFPG,2000,B320,N,,,
AF,2033,,AFR,2033,16JUL11,27AUG11,6,LGAV,1635,LFPG,2000,B319,N,,,
AF,2034,,AFR,2034,27MAR11,08MAY11,1234567,LFPG,1055,EDDT,1235,B320,N,,,
AF,2034,,AFR,2034,09MAY11,28OCT11,12345,LFPG,1055,EDDT,1235,B321,N,,,
AF,2034,,AFR,2034,14MAY11,19JUN11,67,LFPG,1055,EDDT,1235,B320,N,,,
AF,2034,,AFR,2034,25JUN11,09JUL11,6,LFPG,1055,EDDT,1235,B319,N,,,
AF,2034,,AFR,2034,26JUN11,10JUL11,7,LFPG,1055,EDDT,1235,B320,N,,,
AF,2034,,AFR,2034,16JUL11,29OCT11,67,LFPG,1055,EDDT,1235,B320,N,,,
AF,2035,,AFR,2035,27MAR11,08MAY11,1234567,EDDT,1355,LFPG,1540,B320,N,,,
AF,2035,,AFR,2035,09MAY11,28OCT11,12345,EDDT,1355,LFPG,1540,B321,N,,,
AF,2035,,AFR,2035,14MAY11,19JUN11,67,EDDT,1355,LFPG,1540,B320,N,,,
AF,2035,,AFR,2035,25JUN11,09JUL11,6,EDDT,1355,LFPG,1540,B319,N,,,
AF,2035,,AFR,2035,26JUN11,10JUL11,7,EDDT,1355,LFPG,1540,B320,N,,,
AF,2035,,AFR,2035,16JUL11,29OCT11,67,EDDT,1355,LFPG,1540,B320,N,,,
AF,2036,,AFR,2036,27MAR11,06JUN11,1357,LFML,0750,DTTA,0920,B319,N,,,
AF,2036,,AFR,2036,02APR11,30JUL11,6,LFML,0750,DTTA,0920,B320,N,,,
AF,2036,,AFR,2036,07JUN11,19JUN11,123457,LFML,0750,DTTA,0920,B319,N,,,
AF,2036,,AFR,2036,20JUN11,20JUN11,1,LFML,0750,DTTA,0920,B320,N,,,
AF,2036,,AFR,2036,21JUN11,31JUL11,123457,LFML,0750,DTTA,0920,B319,N,,,
AF,2036,,AFR,2036,01AUG11,28AUG11,123457,LFML,0830,DTTA,1000,B319,N,,,
AF,2036,,AFR,2036,06AUG11,27AUG11,6,LFML,0830,DTTA,1000,B320,N,,,
AF,2036,,AFR,2036,29AUG11,28OCT11,123457,LFML,0750,DTTA,0920,B319,N,,,
AF,2036,,AFR,2036,03SEP11,29OCT11,6,LFML,0750,DTTA,0920,B320,N,,,
AF,2037,,AFR,2037,27MAR11,06JUN11,1357,DTTA,1105,LFML,1240,B319,N,,,
AF,2037,,AFR,2037,02APR11,29OCT11,6,DTTA,1105,LFML,1240,B320,N,,,
AF,2037,,AFR,2037,07JUN11,19JUN11,123457,DTTA,1105,LFML,1240,B319,N,,,
AF,2037,,AFR,2037,20JUN11,20JUN11,1,DTTA,1105,LFML,1240,B320,N,,,
AF,2037,,AFR,2037,21JUN11,28OCT11,123457,DTTA,1105,LFML,1240,B319,N,,,
AF,2038,,AFR,2038,27MAR11,19JUN11,7,LFPG,1525,LOWW,1725,B318,N,,,
AF,2038,,AFR,2038,28MAR11,13MAY11,12345,LFPG,1525,LOWW,1725,B319,N,,,
AF,2038,,AFR,2038,02APR11,07MAY11,6,LFPG,1525,LOWW,1725,B320,N,,,
AF,2038,,AFR,2038,14MAY11,18JUN11,123456,LFPG,1525,LOWW,1725,B319,N,,,
AF,2038,,AFR,2038,20JUN11,10JUL11,123457,LFPG,1525,LOWW,1725,B318,N,,,
AF,2038,,AFR,2038,25JUN11,09JUL11,6,LFPG,1525,LOWW,1725,B320,N,,,
AF,2038,,AFR,2038,11JUL11,25AUG11,1234,LFPG,1525,LOWW,1725,B320,N,,,
AF,2038,,AFR,2038,15JUL11,27AUG11,567,LFPG,1525,LOWW,1725,B319,N,,,
AF,2038,,AFR,2038,28AUG11,28AUG11,7,LFPG,1525,LOWW,1725,B320,N,,,
AF,2038,,AFR,2038,29AUG11,29OCT11,123456,LFPG,1525,LOWW,1725,B319,N,,,
AF,2038,,AFR,2038,04SEP11,23OCT11,7,LFPG,1525,LOWW,1725,B318,N,,,
AF,2039,,AFR,2039,27MAR11,19JUN11,7,LOWW,1815,LFPG,2020,B318,N,,,
AF,2039,,AFR,2039,28MAR11,13MAY11,12345,LOWW,1815,LFPG,2020,B319,N,,,
AF,2039,,AFR,2039,02APR11,07MAY11,6,LOWW,1815,LFPG,2020,B320,N,,,
AF,2039,,AFR,2039,14MAY11,18JUN11,123456,LOWW,1815,LFPG,2020,B319,N,,,
AF,2039,,AFR,2039,20JUN11,10JUL11,123457,LOWW,1815,LFPG,2020,B318,N,,,
AF,2039,,AFR,2039,25JUN11,09JUL11,6,LOWW,1815,LFPG,2020,B320,N,,,
AF,2039,,AFR,2039,11JUL11,25AUG11,1234,LOWW,1815,LFPG,2020,B320,N,,,
AF,2039,,AFR,2039,15JUL11,27AUG11,567,LOWW,1815,LFPG,2020,B319,N,,,
AF,2039,,AFR,2039,28AUG11,28AUG11,7,LOWW,1815,LFPG,2020,B320,N,,,
AF,2039,,AFR,2039,29AUG11,29OCT11,123456,LOWW,1815,LFPG,2020,B319,N,,,
AF,2039,,AFR,2039,04SEP11,23OCT11,7,LOWW,1815,LFPG,2020,B318,N,,,
AF,2040,,AFR,2040,27MAR11,09MAY11,123457,LFPG,1420,EHAM,1535,B320,N,,,
AF,2040,,AFR,2040,10MAY11,08JUL11,2345,LFPG,1420,EHAM,1535,B321,N,,,
AF,2040,,AFR,2040,15MAY11,10JUL11,17,LFPG,1420,EHAM,1535,B320,N,,,
AF,2040,,AFR,2040,11JUL11,26AUG11,12345,LFPG,1420,EHAM,1535,B321,N,,,
AF,2040,,AFR,2040,17JUL11,28AUG11,7,LFPG,1420,EHAM,1535,B320,N,,,
AF,2040,,AFR,2040,29AUG11,29AUG11,1,LFPG,1420,EHAM,1535,B319,N,,,
AF,2040,,AFR,2040,30AUG11,28OCT11,123457,LFPG,1420,EHAM,1535,B320,N,,,
AF,2041,,AFR,2041,27MAR11,09MAY11,123457,EHAM,1655,LFPG,1810,B320,N,,,
AF,2041,,AFR,2041,10MAY11,08JUL11,2345,EHAM,1655,LFPG,1810,B321,N,,,
AF,2041,,AFR,2041,15MAY11,10JUL11,17,EHAM,1655,LFPG,1810,B320,N,,,
AF,2041,,AFR,2041,11JUL11,26AUG11,12345,EHAM,1655,LFPG,1810,B321,N,,,
AF,2041,,AFR,2041,17JUL11,28AUG11,7,EHAM,1655,LFPG,1810,B320,N,,,
AF,2041,,AFR,2041,29AUG11,29AUG11,1,EHAM,1655,LFPG,1810,B319,N,,,
AF,2041,,AFR,2041,30AUG11,28OCT11,123457,EHAM,1655,LFPG,1810,B320,N,,,
AF,2042,,AFR,2042,27MAR11,29OCT11,1234567,LFPG,1000,LSGG,1110,B318,N,,,
AF,2043,,AFR,2043,27MAR11,29OCT11,1234567,LSGG,1200,LFPG,1310,B318,N,,,
AF,2046,,AFR,2046,27MAR11,29OCT11,67,LFPG,0735,EPWA,0950,B318,N,,,
AF,2046,,AFR,2046,28MAR11,06MAY11,12345,LFPG,0735,EPWA,0950,B320,N,,,
AF,2046,,AFR,2046,09MAY11,28OCT11,12345,LFPG,0735,EPWA,0950,B319,N,,,
AF,2047,,AFR,2047,27MAR11,29OCT11,67,EPWA,1040,LFPG,1305,B318,N,,,
AF,2047,,AFR,2047,28MAR11,06MAY11,12345,EPWA,1040,LFPG,1305,B320,N,,,
AF,2047,,AFR,2047,09MAY11,28OCT11,12345,EPWA,1040,LFPG,1305,B319,N,,,
AF,2048,,AFR,2048,27MAR11,13MAY11,1234567,LFPG,1550,LEBL,1730,B320,N,,,
AF,2048,,AFR,2048,14MAY11,09JUL11,6,LFPG,1550,LEBL,1730,B321,N,,,
AF,2048,,AFR,2048,15MAY11,15JUL11,123457,LFPG,1550,LEBL,1730,B320,N,,,
AF,2048,,AFR,2048,16JUL11,02SEP11,123456,LFPG,1550,LEBL,1730,B320,N,,,
AF,2048,,AFR,2048,17JUL11,28AUG11,7,LFPG,1550,LEBL,1730,B319,N,,,
AF,2048,,AFR,2048,03SEP11,29OCT11,6,LFPG,1550,LEBL,1730,B321,N,,,
AF,2048,,AFR,2048,04SEP11,28OCT11,123457,LFPG,1550,LEBL,1730,B320,N,,,
AF,2049,,AFR,2049,27MAR11,15JUL11,123457,LEBL,1820,LFPG,2015,B320,N,,,
AF,2049,,AFR,2049,17JUL11,28AUG11,7,LEBL,1820,LFPG,2015,B319,N,,,
AF,2049,,AFR,2049,18JUL11,02SEP11,12345,LEBL,1820,LFPG,2015,B320,N,,,
AF,2049,,AFR,2049,04SEP11,28OCT11,123457,LEBL,1820,LFPG,2015,B320,N,,,
AF,2050,,AFR,2050,27MAR11,10JUL11,7,LFPG,0750,EKCH,0940,B319,N,,,
AF,2050,,AFR,2050,28MAR11,08JUL11,12345,LFPG,0750,EKCH,0940,B318,N,,,
AF,2050,,AFR,2050,02APR11,09JUL11,6,LFPG,0750,EKCH,0940,B320,N,,,
AF,2050,,AFR,2050,11JUL11,28AUG11,1234567,LFPG,0750,EKCH,0940,B319,N,,,
AF,2050,,AFR,2050,29AUG11,28OCT11,12345,LFPG,0750,EKCH,0940,B318,N,,,
AF,2050,,AFR,2050,03SEP11,29OCT11,6,LFPG,0750,EKCH,0940,B320,N,,,
AF,2050,,AFR,2050,04SEP11,23OCT11,7,LFPG,0750,EKCH,0940,B319,N,,,
AF,2051,,AFR,2051,27MAR11,10JUL11,7,EKCH,1100,LFPG,1300,B319,N,,,
AF,2051,,AFR,2051,28MAR11,08JUL11,12345,EKCH,1100,LFPG,1300,B318,N,,,
AF,2051,,AFR,2051,02APR11,09JUL11,6,EKCH,1100,LFPG,1300,B320,N,,,
AF,2051,,AFR,2051,11JUL11,28AUG11,1234567,EKCH,1100,LFPG,1300,B319,N,,,
AF,2051,,AFR,2051,29AUG11,28OCT11,12345,EKCH,1100,LFPG,1300,B318,N,,,
AF,2051,,AFR,2051,03SEP11,29OCT11,6,EKCH,1100,LFPG,1300,B320,N,,,
AF,2051,,AFR,2051,04SEP11,23OCT11,7,EKCH,1100,LFPG,1300,B319,N,,,
AF,2062,,AFR,2062,27MAR11,25JUN11,67,LFPG,0735,ESSA,1005,B320,N,,,
AF,2062,,AFR,2062,28MAR11,08JUL11,12345,LFPG,0735,ESSA,1005,B321,N,,,
AF,2062,,AFR,2062,26JUN11,10JUL11,7,LFPG,0735,ESSA,1005,B319,N,,,
AF,2062,,AFR,2062,02JUL11,09JUL11,6,LFPG,0735,ESSA,1005,B320,N,,,
AF,2062,,AFR,2062,11JUL11,29AUG11,1234567,LFPG,0735,ESSA,1005,B320,N,,,
AF,2062,,AFR,2062,30AUG11,28OCT11,12345,LFPG,0735,ESSA,1005,B321,N,,,
AF,2062,,AFR,2062,03SEP11,29OCT11,67,LFPG,0735,ESSA,1005,B320,N,,,
AF,2063,,AFR,2063,27MAR11,25JUN11,67,ESSA,1240,LFPG,1520,B320,N,,,
AF,2063,,AFR,2063,28MAR11,08JUL11,12345,ESSA,1240,LFPG,1520,B321,N,,,
AF,2063,,AFR,2063,26JUN11,10JUL11,7,ESSA,1240,LFPG,1520,B319,N,,,
AF,2063,,AFR,2063,02JUL11,09JUL11,6,ESSA,1240,LFPG,1520,B320,N,,,
AF,2063,,AFR,2063,11JUL11,29AUG11,1234567,ESSA,1240,LFPG,1520,B320,N,,,
AF,2063,,AFR,2063,30AUG11,28OCT11,12345,ESSA,1240,LFPG,1520,B321,N,,,
AF,2063,,AFR,2063,03SEP11,29OCT11,67,ESSA,1240,LFPG,1520,B320,N,,,
AF,2064,,AFR,2064,27MAR11,29OCT11,67,LFPG,0540,EGBB,0725,BAR8,N,,,
AF,2064,,AFR,2064,28MAR11,28OCT11,12345,LFPG,0540,EGBB,0725,B318,N,,,
AF,2065,,AFR,2065,27MAR11,29OCT11,67,EGBB,0820,LFPG,0950,BAR8,N,,,
AF,2065,,AFR,2065,28MAR11,28OCT11,12345,EGBB,0820,LFPG,0950,B318,N,,,
AF,2074,,AFR,2074,27MAR11,29OCT11,1234567,LFPG,0740,ENGM,1005,BE90,N,,,
AF,2075,,AFR,2075,27MAR11,29OCT11,1234567,ENGM,1045,LFPG,1310,BE90,N,,,
AF,2100,,AFR,2100,27MAR11,29OCT11,1234567,LFPG,1740,LEMD,1945,B321,N,,,
AF,2101,,AFR,2101,27MAR11,29OCT11,1234567,LEMD,0515,LFPG,0720,B321,N,,,
AF,2104,,AFR,2104,27MAR11,08MAY11,7,LFPG,1325,LIRF,1530,B320,N,,,
AF,2104,,AFR,2104,28MAR11,14MAY11,123456,LFPG,1325,LIRF,1530,B321,N,,,
AF,2104,,AFR,2104,15MAY11,10JUL11,1234567,LFPG,1325,LIRF,1530,B321,N,,,
AF,2104,,AFR,2104,11JUL11,26AUG11,12345,LFPG,1325,LIRF,1530,B318,N,,,
AF,2104,,AFR,2104,16JUL11,28AUG11,67,LFPG,1325,LIRF,1530,B321,N,,,
AF,2104,,AFR,2104,29AUG11,29OCT11,1234567,LFPG,1325,LIRF,1530,B321,N,,,
AF,2105,,AFR,2105,27MAR11,08MAY11,7,LIRF,1655,LFPG,1905,B320,N,,,
AF,2105,,AFR,2105,28MAR11,14MAY11,123456,LIRF,1655,LFPG,1905,B321,N,,,
AF,2105,,AFR,2105,15MAY11,10JUL11,1234567,LIRF,1655,LFPG,1905,B321,N,,,
AF,2105,,AFR,2105,11JUL11,26AUG11,12345,LIRF,1655,LFPG,1905,B318,N,,,
AF,2105,,AFR,2105,16JUL11,28AUG11,67,LIRF,1655,LFPG,1905,B321,N,,,
AF,2105,,AFR,2105,29AUG11,29OCT11,1234567,LIRF,1655,LFPG,1905,B321,N,,,
