KJFK,LFPG,J,35,410,1,0,8,EGGXOCA,246,70,EISNCTA,316,35,EGTTWCTA,351,27,EGTTSCTA,378,4,LFRRWCTA,382,8,LFRRECTA,390,5,LFFFWCTA,394,6,LFFFACTA,400,10,,,,,,,,,,,,,,,,,,
KJFK,LFPG,J,35,410,1,0,8,EGGXOCA,246,70,EISNCTA,316,35,EGTTWCTA,351,27,EGTTSCTA,378,4,LFRRWCTA,382,8,LFRRECTA,390,5,LFFFWCTA,394,6,LFFFACTA,400,10,,,,,,,,,,,,,,,,,,
LFPG,KJFK,J,20,475,1,0,10,LFRRWCTA,31,1,EGTTSCTA,32,5,LFFFACTA,0,11,LFFFWCTA,11,9,LFRRECTA,20,3,LFRRWCTA,23,9,EGTTSCTA,28,9,EGTTWCTA,37,32,EISNCTA,68,40,EGGXOCA,108,81,,,,,,,,,,,,
KEWR,LFPG,J,25,415,1,0,8,EGGXOCA,251,70,EISNCTA,321,35,EGTTWCTA,356,27,EGTTSCTA,383,4,LFRRWCTA,387,7,LFRRECTA,395,5,LFFFWCTA,399,6,LFFFACTA,405,10,,,,,,,,,,,,,,,,,,
LFPG,KEWR,J,20,475,1,0,10,LFRRWCTA,31,1,EGTTSCTA,31,5,LFFFACTA,0,11,LFFFWCTA,11,9,LFRRECTA,20,3,LFRRWCTA,23,5,EGTTSCTA,28,9,EGTTWCTA,37,31,EISNCTA,68,40,EGGXOCA,108,80,,,,,,,,,,,,
LFPG,KIAD,J,20,490,1,0,10,LFRRWCTA,30,0,EGTTSCTA,30,6,LFFFACTA,0,10,LFFFWCTA,10,9,LFRRECTA,19,3,LFRRWCTA,22,5,EGTTSCTA,27,9,EGTTWCTA,36,30,EISNCTA,66,39,EGGXOCA,105,78,,,,,,,,,,,,
KIAD,LFPG,J,20,420,1,0,8,EGGXOCA,256,70,EISNCTA,326,35,EGTTWCTA,361,27,EGTTSCTA,388,5,LFRRWCTA,393,7,LFRRECTA,400,5,LFFFWCTA,404,6,LFFFACTA,410,10,,,,,,,,,,,,,,,,,,
LFPG,KLAX,J,20,670,1,0,13,EGTTSCTA,31,1,EGTTCCTA,31,5,EISNCTA,86,26,LFFFACTA,0,11,LFFFWCTA,11,6,LFRRECTA,16,4,EGTTSCTA,20,6,EGTTCCTA,26,11,EGTTWCTA,37,20,EGTTNCTA,57,3,EISNCTA,60,52,EGPXCTA,73,13,EGGXOCA,112,68,,,
KLAX,LFPG,J,10,620,1,0,10,EISNCTA,551,12,EGGXOCA,448,65,EISNCTA,514,50,EGPXCTA,538,12,EGTTNCTA,563,3,EGTTWCTA,566,18,EGTTCCTA,584,16,LFRRECTA,600,5,LFFFWCTA,605,5,LFFFACTA,610,10,,,,,,,,,,,,
LFPG,KSFO,J,20,645,1,0,14,EGTTCCTA,36,0,EGTTNCTA,36,3,EGTTNCTA,48,10,LFFFACTA,0,9,LFFFWCTA,9,7,LFRRECTA,16,4,EGTTSCTA,19,5,EGTTCCTA,24,10,EGTTNCTA,34,24,EGTTWCTA,39,9,EGPXCTA,58,30,EISNCTA,89,9,EGGXOCA,98,58,BIRDCTA,156,97
