Commercial AO designator,CFN,CFN suffix,ATC AO designator,ATC flight id,Start of period of operation,End of period of operation,Days of operation,ICAO ADEP,EOBT,ICAO ADES,ETA,ICAO aircraft type,No-change indicator,Change-actions indicator,Call-sign format,Next CFN,
AY,500,,FIN,500,31AUG11,31AUG11,3,EFJO,0400,EFHK,0450,BE90,N,,,399,
AY,500,,FIN,500,01SEP11,01SEP11,4,EFJO,0400,EFHK,0450,BE90,N,,,633,
AY,500,,FIN,500,06SEP11,08SEP11,24,EFJO,0400,EFHK,0450,BE90,N,,,745,
AY,500,,FIN,500,07SEP11,07SEP11,3,EFJO,0400,EFHK,0450,BE90,N,,,933,
AY,500,,FIN,500,13SEP11,13SEP11,2,EFJO,0400,EFHK,0450,BE90,N,,,489,
AY,500,,FIN,500,14SEP11,21SEP11,3,EFJO,0400,EFHK,0450,BE90,N,,,399,
AY,500,,FIN,500,15SEP11,20SEP11,24,EFJO,0400,EFHK,0450,BE90,N,,,745,
AY,500,,FIN,500,22SEP11,22SEP11,4,EFJO,0400,EFHK,0450,BE90,N,,,131,
AY,500,,FIN,500,27SEP11,28SEP11,23,EFJO,0400,EFHK,0450,BE90,N,,,745,
AY,500,,FIN,500,29SEP11,10OCT11,134,EFJO,0400,EFHK,0450,BE90,N,,,665,
AY,500,,FIN,500,04OCT11,04OCT11,2,EFJO,0400,EFHK,0450,BE90,N,,,633,
AY,500,,FIN,500,11OCT11,19OCT11,23,EFJO,0400,EFHK,0450,BE90,N,,,665,
AY,500,,FIN,500,13OCT11,13OCT11,4,EFJO,0400,EFHK,0450,BE90,N,,,721,
AY,500,,FIN,500,17OCT11,17OCT11,1,EFJO,0400,EFHK,0450,BE90,N,,,557,
AY,500,,FIN,500,20OCT11,20OCT11,4,EFJO,0400,EFHK,0450,BE90,N,,,665,
AY,500,,FIN,500,24OCT11,24OCT11,1,EFJO,0400,EFHK,0450,BE90,N,,,131,
AY,500,,FIN,500,25OCT11,26OCT11,23,EFJO,0400,EFHK,0450,BE90,N,,,165,
AY,500,,FIN,500,27OCT11,27OCT11,4,EFJO,0400,EFHK,0450,BE90,N,,,633,
AY,505,,FIN,505,27MAR11,03APR11,237,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,28MAR11,28MAR11,1,EFHK,1000,EFKU,1050,BE90,N,,,506,
AY,505,,FIN,505,31MAR11,31MAR11,4,EFHK,1025,EFKU,1115,BE70,N,,,506,
AY,505,,FIN,505,01APR11,01APR11,5,EFHK,0955,EFKU,1045,BE70,N,,,506,
AY,505,,FIN,505,04APR11,04APR11,1,EFHK,1000,EFKU,1050,BE70,N,,,506,
AY,505,,FIN,505,05APR11,13APR11,2347,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,08APR11,08APR11,5,EFHK,0955,EFKU,1045,BE90,N,,,506,
AY,505,,FIN,505,11APR11,25APR11,1,EFHK,1000,EFKU,1050,BE90,N,,,506,
AY,505,,FIN,505,14APR11,19APR11,24,EFHK,1025,EFKU,1115,B319,N,,,506,
AY,505,,FIN,505,15APR11,15APR11,5,EFHK,0955,EFKU,1045,BE70,N,,,506,
AY,505,,FIN,505,17APR11,24APR11,347,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,26APR11,01MAY11,2347,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,29APR11,29APR11,5,EFHK,0955,EFKU,1045,BE70,N,,,506,
AY,505,,FIN,505,02MAY11,02MAY11,1,EFHK,1000,EFKU,1050,B319,N,,,506,
AY,505,,FIN,505,03MAY11,03MAY11,2,EFHK,1025,EFKU,1115,B319,N,,,506,
AY,505,,FIN,505,04MAY11,05MAY11,34,EFHK,1025,EFKU,1115,BE70,N,,,506,
AY,505,,FIN,505,06MAY11,06MAY11,5,EFHK,0955,EFKU,1045,BE90,N,,,506,
AY,505,,FIN,505,09MAY11,20JUN11,1,EFHK,1000,EFKU,1050,BE90,N,,,506,
AY,505,,FIN,505,10MAY11,17MAY11,237,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,12MAY11,18MAY11,34,EFHK,1025,EFKU,1115,BE70,N,,,506,
AY,505,,FIN,505,13MAY11,20MAY11,5,EFHK,0955,EFKU,1045,BE70,N,,,506,
AY,505,,FIN,505,19MAY11,23JUN11,2347,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,27MAY11,27MAY11,5,EFHK,0955,EFKU,1045,B319,N,,,506,
AY,505,,FIN,505,03JUN11,17JUN11,5,EFHK,0955,EFKU,1045,BE90,N,,,506,
AY,505,,FIN,505,31JUL11,25AUG11,123457,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,26AUG11,30AUG11,25,EFHK,1025,EFKU,1115,B319,N,,,506,
AY,505,,FIN,505,28AUG11,04SEP11,3457,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,29AUG11,24OCT11,1,EFHK,1000,EFKU,1050,BE90,N,,,506,
AY,505,,FIN,505,06SEP11,11SEP11,2357,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,08SEP11,08SEP11,4,EFHK,1025,EFKU,1115,B319,N,,,506,
AY,505,,FIN,505,13SEP11,25SEP11,23457,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,27SEP11,27OCT11,2347,EFHK,1025,EFKU,1115,BE90,N,,,506,
AY,505,,FIN,505,30SEP11,21OCT11,5,EFHK,0955,EFKU,1045,BE90,N,,,506,
AY,505,,FIN,505,28OCT11,28OCT11,5,EFHK,0955,EFKU,1045,B319,N,,,506,
AY,506,,FIN,506,27MAR11,29MAR11,27,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,28MAR11,28MAR11,1,EFKU,1115,EFHK,1205,BE90,N,,,509,
AY,506,,FIN,506,30MAR11,30MAR11,3,EFKU,1140,EFHK,1230,BE90,N,,,325,
AY,506,,FIN,506,31MAR11,31MAR11,4,EFKU,1140,EFHK,1230,BE70,N,,,125,
AY,506,,FIN,506,01APR11,01APR11,5,EFKU,1110,EFHK,1200,BE70,N,,,125,
AY,506,,FIN,506,03APR11,03APR11,7,EFKU,1140,EFHK,1230,BE90,N,,,489,
AY,506,,FIN,506,04APR11,04APR11,1,EFKU,1115,EFHK,1205,BE70,N,,,125,
AY,506,,FIN,506,05APR11,05APR11,2,EFKU,1140,EFHK,1230,BE90,N,,,743,
AY,506,,FIN,506,06APR11,12APR11,2347,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,08APR11,08APR11,5,EFKU,1110,EFHK,1200,BE90,N,,,509,
AY,506,,FIN,506,11APR11,18APR11,1,EFKU,1115,EFHK,1205,BE90,N,,,509,
AY,506,,FIN,506,13APR11,13APR11,3,EFKU,1140,EFHK,1230,BE90,N,,,517,
AY,506,,FIN,506,14APR11,14APR11,4,EFKU,1140,EFHK,1230,B319,N,,,659,
AY,506,,FIN,506,15APR11,15APR11,5,EFKU,1110,EFHK,1200,BE70,N,,,125,
AY,506,,FIN,506,17APR11,20APR11,37,EFKU,1140,EFHK,1230,BE90,N,,,489,
AY,506,,FIN,506,19APR11,19APR11,2,EFKU,1140,EFHK,1230,B319,N,,,489,
AY,506,,FIN,506,21APR11,21APR11,4,EFKU,1140,EFHK,1230,BE90,N,,,745,
AY,506,,FIN,506,24APR11,28APR11,247,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,25APR11,25APR11,1,EFKU,1115,EFHK,1205,BE90,N,,,489,
AY,506,,FIN,506,27APR11,27APR11,3,EFKU,1140,EFHK,1230,BE90,N,,,855,
AY,506,,FIN,506,29APR11,29APR11,5,EFKU,1110,EFHK,1200,BE70,N,,,869,
AY,506,,FIN,506,01MAY11,01MAY11,7,EFKU,1140,EFHK,1230,BE90,N,,,489,
AY,506,,FIN,506,02MAY11,02MAY11,1,EFKU,1115,EFHK,1205,B319,N,,,917,
AY,506,,FIN,506,03MAY11,03MAY11,2,EFKU,1140,EFHK,1230,B319,N,,,917,
AY,506,,FIN,506,04MAY11,05MAY11,34,EFKU,1140,EFHK,1230,BE70,N,,,869,
AY,506,,FIN,506,06MAY11,06MAY11,5,EFKU,1110,EFHK,1200,BE90,N,,,509,
AY,506,,FIN,506,09MAY11,20JUN11,1,EFKU,1115,EFHK,1205,BE90,N,,,509,
AY,506,,FIN,506,10MAY11,17MAY11,237,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,12MAY11,18MAY11,34,EFKU,1140,EFHK,1230,BE70,N,,,869,
AY,506,,FIN,506,13MAY11,20MAY11,5,EFKU,1110,EFHK,1200,BE70,N,,,727,
AY,506,,FIN,506,19MAY11,02JUN11,234,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,22MAY11,29MAY11,7,EFKU,1140,EFHK,1230,BE90,N,,,489,
AY,506,,FIN,506,27MAY11,27MAY11,5,EFKU,1110,EFHK,1200,B319,N,,,559,
AY,506,,FIN,506,03JUN11,17JUN11,5,EFKU,1110,EFHK,1200,BE90,N,,,509,
AY,506,,FIN,506,05JUN11,05JUN11,7,EFKU,1140,EFHK,1230,BE90,N,,,519,
AY,506,,FIN,506,07JUN11,23JUN11,2347,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,31JUL11,25AUG11,123457,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,26AUG11,30AUG11,25,EFKU,1140,EFHK,1230,B319,N,,,559,
AY,506,,FIN,506,28AUG11,04SEP11,3457,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,29AUG11,26SEP11,1,EFKU,1115,EFHK,1205,BE90,N,,,509,
AY,506,,FIN,506,06SEP11,14SEP11,2357,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,08SEP11,08SEP11,4,EFKU,1140,EFHK,1230,B319,N,,,455,
AY,506,,FIN,506,15SEP11,29SEP11,2457,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,21SEP11,28SEP11,3,EFKU,1140,EFHK,1230,BE90,N,,,489,
AY,506,,FIN,506,30SEP11,30SEP11,5,EFKU,1110,EFHK,1200,BE90,N,,,489,
AY,506,,FIN,506,02OCT11,09OCT11,37,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,03OCT11,03OCT11,1,EFKU,1115,EFHK,1205,BE90,N,,,519,
AY,506,,FIN,506,04OCT11,04OCT11,2,EFKU,1140,EFHK,1230,BE90,N,,,000,
AY,506,,FIN,506,06OCT11,06OCT11,4,EFKU,1140,EFHK,1230,BE90,N,,,489,
AY,506,,FIN,506,07OCT11,21OCT11,5,EFKU,1110,EFHK,1200,BE90,N,,,509,
AY,506,,FIN,506,10OCT11,24OCT11,1,EFKU,1115,EFHK,1205,BE90,N,,,509,
AY,506,,FIN,506,11OCT11,16OCT11,2347,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,18OCT11,18OCT11,2,EFKU,1140,EFHK,1230,BE90,N,,,489,
AY,506,,FIN,506,19OCT11,27OCT11,2347,EFKU,1140,EFHK,1230,BE90,N,,,509,
AY,506,,FIN,506,28OCT11,28OCT11,5,EFKU,1110,EFHK,1200,B319,N,,,559,
AY,509,,FIN,509,27MAR11,02APR11,12567,EFHK,1350,EFKU,1440,BE90,N,,,510,
AY,509,,FIN,509,30MAR11,03APR11,37,EFHK,1350,EFKU,1440,BE70,N,,,510,
AY,509,,FIN,509,31MAR11,31MAR11,4,EFHK,1350,EFKU,1440,B319,N,,,510,
AY,509,,FIN,509,04APR11,12APR11,1234567,EFHK,1350,EFKU,1440,BE90,N,,,510,
AY,509,,FIN,509,13APR11,20APR11,236,EFHK,1350,EFKU,1440,B319,N,,,510,
AY,509,,FIN,509,14APR11,14APR11,4,EFHK,1350,EFKU,1440,BE70,N,,,510,
AY,509,,FIN,509,15APR11,18APR11,157,EFHK,1350,EFKU,1440,BE90,N,,,510,
AY,509,,FIN,509,21APR11,21APR11,4,EFHK,1350,EFKU,1440,B319,N,,,510,
AY,509,,FIN,509,24APR11,06MAY11,1234567,EFHK,1350,EFKU,1440,BE90,N,,,510,
AY,509,,FIN,509,07MAY11,07MAY11,6,EFHK,1350,EFKU,1440,BE70,N,,,510,
AY,509,,FIN,509,08MAY11,24JUN11,1234567,EFHK,1350,EFKU,1440,BE90,N,,,510,
AY,509,,FIN,509,31JUL11,20SEP11,1234567,EFHK,1350,EFKU,1440,BE90,N,,,510,
AY,509,,FIN,509,21SEP11,21SEP11,3,EFHK,1350,EFKU,1440,BE70,N,,,510,
AY,509,,FIN,509,22SEP11,29OCT11,1234567,EFHK,1350,EFKU,1440,BE90,N,,,510,
AY,510,,FIN,510,27MAR11,01APR11,57,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,28MAR11,04APR11,1,EFKU,1505,EFHK,1550,BE90,N,,,499,
AY,510,,FIN,510,29MAR11,02APR11,26,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,30MAR11,30MAR11,3,EFKU,1505,EFHK,1550,BE70,N,,,327,
AY,510,,FIN,510,31MAR11,31MAR11,4,EFKU,1505,EFHK,1550,B319,N,,,401,
AY,510,,FIN,510,03APR11,03APR11,7,EFKU,1505,EFHK,1550,BE70,N,,,387,
AY,510,,FIN,510,05APR11,10APR11,237,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,07APR11,07APR11,4,EFKU,1505,EFHK,1550,BE90,N,,,3113,
AY,510,,FIN,510,08APR11,08APR11,5,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,09APR11,09APR11,6,EFKU,1505,EFHK,1550,BE90,N,,,127,
AY,510,,FIN,510,11APR11,11APR11,1,EFKU,1505,EFHK,1550,BE90,N,,,519,
AY,510,,FIN,510,12APR11,12APR11,2,EFKU,1505,EFHK,1550,BE90,N,,,499,
AY,510,,FIN,510,13APR11,20APR11,3,EFKU,1505,EFHK,1550,B319,N,,,387,
AY,510,,FIN,510,14APR11,14APR11,4,EFKU,1505,EFHK,1550,BE70,N,,,499,
AY,510,,FIN,510,15APR11,18APR11,15,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,16APR11,16APR11,6,EFKU,1505,EFHK,1550,B319,N,,,649,
AY,510,,FIN,510,17APR11,17APR11,7,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,19APR11,19APR11,2,EFKU,1505,EFHK,1550,B319,N,,,381,
AY,510,,FIN,510,21APR11,21APR11,4,EFKU,1505,EFHK,1550,B319,N,,,457,
AY,510,,FIN,510,24APR11,24APR11,7,EFKU,1505,EFHK,1550,BE90,N,,,327,
AY,510,,FIN,510,25APR11,02MAY11,17,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,26APR11,06MAY11,2345,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,30APR11,30APR11,6,EFKU,1505,EFHK,1550,BE90,N,,,715,
AY,510,,FIN,510,07MAY11,07MAY11,6,EFKU,1505,EFHK,1550,BE70,N,,,439,
AY,510,,FIN,510,08MAY11,17MAY11,2347,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,09MAY11,16MAY11,1,EFKU,1505,EFHK,1550,BE90,N,,,519,
AY,510,,FIN,510,13MAY11,20MAY11,5,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,14MAY11,04JUN11,6,EFKU,1505,EFHK,1550,BE90,N,,,649,
AY,510,,FIN,510,18MAY11,18MAY11,3,EFKU,1505,EFHK,1550,BE90,N,,,499,
AY,510,,FIN,510,19MAY11,19MAY11,4,EFKU,1505,EFHK,1550,BE90,N,,,327,
AY,510,,FIN,510,22MAY11,27MAY11,257,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,23MAY11,30MAY11,17,EFKU,1505,EFHK,1550,BE90,N,,,519,
AY,510,,FIN,510,25MAY11,25MAY11,3,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,26MAY11,26MAY11,4,EFKU,1505,EFHK,1550,BE90,N,,,387,
AY,510,,FIN,510,31MAY11,23JUN11,23457,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,06JUN11,13JUN11,1,EFKU,1505,EFHK,1550,BE90,N,,,499,
AY,510,,FIN,510,11JUN11,18JUN11,6,EFKU,1505,EFHK,1550,BE90,N,,,439,
AY,510,,FIN,510,20JUN11,20JUN11,1,EFKU,1505,EFHK,1550,BE90,N,,,649,
AY,510,,FIN,510,24JUN11,24JUN11,5,EFKU,1505,EFHK,1550,BE90,N,,,811,
AY,510,,FIN,510,31JUL11,20SEP11,23457,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,01AUG11,05SEP11,1,EFKU,1505,EFHK,1550,BE90,N,,,519,
AY,510,,FIN,510,06AUG11,13AUG11,6,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,20AUG11,27AUG11,6,EFKU,1505,EFHK,1550,BE90,N,,,439,
AY,510,,FIN,510,03SEP11,10SEP11,6,EFKU,1505,EFHK,1550,BE90,N,,,649,
AY,510,,FIN,510,12SEP11,12SEP11,1,EFKU,1505,EFHK,1550,BE90,N,,,327,
AY,510,,FIN,510,17SEP11,17SEP11,6,EFKU,1505,EFHK,1550,BE90,N,,,489,
AY,510,,FIN,510,19SEP11,19SEP11,1,EFKU,1505,EFHK,1550,BE90,N,,,519,
AY,510,,FIN,510,21SEP11,21SEP11,3,EFKU,1505,EFHK,1550,BE70,N,,,3113,
AY,510,,FIN,510,22SEP11,02OCT11,23457,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,24SEP11,24SEP11,6,EFKU,1505,EFHK,1550,BE90,N,,,439,
AY,510,,FIN,510,26SEP11,26SEP11,1,EFKU,1505,EFHK,1550,BE90,N,,,499,
AY,510,,FIN,510,01OCT11,01OCT11,6,EFKU,1505,EFHK,1550,BE90,N,,,649,
AY,510,,FIN,510,03OCT11,09OCT11,12357,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,06OCT11,06OCT11,4,EFKU,1505,EFHK,1550,BE90,N,,,519,
AY,510,,FIN,510,08OCT11,08OCT11,6,EFKU,1505,EFHK,1550,BE90,N,,,439,
AY,510,,FIN,510,10OCT11,12OCT11,13,EFKU,1505,EFHK,1550,BE90,N,,,499,
AY,510,,FIN,510,11OCT11,16OCT11,247,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,14OCT11,21OCT11,5,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,15OCT11,15OCT11,6,EFKU,1505,EFHK,1550,BE90,N,,,505,
AY,510,,FIN,510,17OCT11,17OCT11,1,EFKU,1505,EFHK,1550,BE90,N,,,439,
AY,510,,FIN,510,18OCT11,27OCT11,234,EFKU,1505,EFHK,1550,BE90,N,,,517,
AY,510,,FIN,510,22OCT11,29OCT11,6,EFKU,1505,EFHK,1550,BE90,N,,,649,
AY,510,,FIN,510,23OCT11,23OCT11,7,EFKU,1505,EFHK,1550,BE90,N,,,3677,
AY,510,,FIN,510,24OCT11,24OCT11,1,EFKU,1505,EFHK,1550,BE90,N,,,499,
AY,510,,FIN,510,28OCT11,28OCT11,5,EFKU,1505,EFHK,1550,BE90,N,,,401,
AY,517,,FIN,517,27MAR11,03APR11,37,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,28MAR11,11APR11,14,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,29MAR11,29MAR11,2,EFHK,1705,EFKU,1755,B319,N,,,520,
AY,517,,FIN,517,01APR11,01APR11,5,EFHK,1705,EFKU,1755,BE90,N,,,518,
AY,517,,FIN,517,05APR11,10APR11,237,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,08APR11,08APR11,5,EFHK,1705,EFKU,1755,BE70,N,,,518,
AY,517,,FIN,517,12APR11,19APR11,247,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,13APR11,20APR11,13,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,15APR11,15APR11,5,EFHK,1705,EFKU,1755,BE90,N,,,518,
AY,517,,FIN,517,26APR11,15MAY11,2347,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,29APR11,17JUN11,5,EFHK,1705,EFKU,1755,BE90,N,,,518,
AY,517,,FIN,517,02MAY11,09MAY11,1,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,16MAY11,30MAY11,134,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,17MAY11,29MAY11,27,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,31MAY11,23JUN11,2347,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,06JUN11,20JUN11,1,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,31JUL11,02OCT11,2347,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,01AUG11,29AUG11,1,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,05AUG11,21OCT11,5,EFHK,1705,EFKU,1755,BE90,N,,,518,
AY,517,,FIN,517,05SEP11,05SEP11,1,EFHK,1705,EFKU,1755,B320,N,,,522,
AY,517,,FIN,517,12SEP11,26SEP11,1,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,03OCT11,09OCT11,1237,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,06OCT11,12OCT11,134,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,11OCT11,16OCT11,247,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,17OCT11,24OCT11,17,EFHK,1705,EFKU,1755,B319,N,,,522,
AY,517,,FIN,517,18OCT11,27OCT11,234,EFHK,1705,EFKU,1755,BE90,N,,,522,
AY,517,,FIN,517,28OCT11,28OCT11,5,EFHK,1705,EFKU,1755,B319,N,,,518,
AY,518,,FIN,518,01APR11,01APR11,5,EFKU,1825,EFHK,1910,BE90,N,,,867,
AY,518,,FIN,518,08APR11,08APR11,5,EFKU,1825,EFHK,1910,BE70,N,,,855,
AY,518,,FIN,518,15APR11,15APR11,5,EFKU,1825,EFHK,1910,BE90,N,,,641,
AY,518,,FIN,518,29APR11,29APR11,5,EFKU,1825,EFHK,1910,BE90,N,,,703,
AY,518,,FIN,518,06MAY11,06MAY11,5,EFKU,1825,EFHK,1910,BE90,N,,,821,
AY,518,,FIN,518,13MAY11,20MAY11,5,EFKU,1825,EFHK,1910,BE90,N,,,509,
AY,518,,FIN,518,27MAY11,27MAY11,5,EFKU,1825,EFHK,1910,BE90,N,,,703,
AY,518,,FIN,518,03JUN11,03JUN11,5,EFKU,1825,EFHK,1910,BE90,N,,,655,
AY,518,,FIN,518,10JUN11,10JUN11,5,EFKU,1825,EFHK,1910,BE90,N,,,821,
AY,518,,FIN,518,17JUN11,17JUN11,5,EFKU,1825,EFHK,1910,BE90,N,,,7601,
AY,518,,FIN,518,05AUG11,12AUG11,5,EFKU,1825,EFHK,1910,BE90,N,,,465,
AY,518,,FIN,518,19AUG11,26AUG11,5,EFKU,1825,EFHK,1910,BE90,N,,,509,
AY,518,,FIN,518,02SEP11,02SEP11,5,EFKU,1825,EFHK,1910,BE90,N,,,811,
AY,518,,FIN,518,09SEP11,16SEP11,5,EFKU,1825,EFHK,1910,BE90,N,,,821,
AY,518,,FIN,518,23SEP11,23SEP11,5,EFKU,1825,EFHK,1910,BE90,N,,,725,
AY,518,,FIN,518,30SEP11,30SEP11,5,EFKU,1825,EFHK,1910,BE90,N,,,675,
AY,518,,FIN,518,07OCT11,14OCT11,5,EFKU,1825,EFHK,1910,BE90,N,,,821,
AY,518,,FIN,518,21OCT11,21OCT11,5,EFKU,1825,EFHK,1910,BE90,N,,,509,
AY,518,,FIN,518,28OCT11,28OCT11,5,EFKU,1825,EFHK,1910,B319,N,,,000,
AY,519,,FIN,519,27MAR11,03APR11,137,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,29MAR11,29MAR11,2,EFHK,2040,EFKU,2130,BE90,N,,,522,
AY,519,,FIN,519,31MAR11,08APR11,45,EFHK,2040,EFKU,2130,BE70,N,,,520,
AY,519,,FIN,519,04APR11,12APR11,1237,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,13APR11,20APR11,347,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,15APR11,21APR11,45,EFHK,2040,EFKU,2130,BE70,N,,,520,
AY,519,,FIN,519,18APR11,19APR11,12,EFHK,2040,EFKU,2130,B319,N,,,520,
AY,519,,FIN,519,25APR11,01MAY11,1237,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,28APR11,29APR11,45,EFHK,2040,EFKU,2130,BE70,N,,,520,
AY,519,,FIN,519,02MAY11,08MAY11,12347,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,06MAY11,17JUN11,45,EFHK,2040,EFKU,2130,BE70,N,,,520,
AY,519,,FIN,519,09MAY11,15JUN11,1237,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,31JUL11,11SEP11,1237,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,04AUG11,09SEP11,45,EFHK,2040,EFKU,2130,BE70,N,,,520,
AY,519,,FIN,519,12SEP11,18SEP11,12347,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,16SEP11,30SEP11,45,EFHK,2040,EFKU,2130,BE70,N,,,520,
AY,519,,FIN,519,19SEP11,02OCT11,1237,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,03OCT11,27OCT11,12347,EFHK,2040,EFKU,2130,BE90,N,,,520,
AY,519,,FIN,519,07OCT11,28OCT11,5,EFHK,2040,EFKU,2130,BE70,N,,,520,
AY,520,,FIN,520,28MAR11,28MAR11,1,EFKU,0315,EFHK,0400,BE90,N,,,505,
AY,520,,FIN,520,29MAR11,29MAR11,2,EFKU,0315,EFHK,0400,BE90,N,,,745,
AY,520,,FIN,520,30MAR11,30MAR11,3,EFKU,0315,EFHK,0400,B319,N,,,635,
AY,520,,FIN,520,31MAR11,31MAR11,4,EFKU,0315,EFHK,0400,BE90,N,,,933,
AY,520,,FIN,520,01APR11,01APR11,5,EFKU,0315,EFHK,0400,BE70,N,,,123,
AY,520,,FIN,520,02APR11,08APR11,56,EFKU,0315,EFHK,0400,BE70,N,,,741,
AY,520,,FIN,520,04APR11,05APR11,12,EFKU,0315,EFHK,0400,BE90,N,,,741,
AY,520,,FIN,520,06APR11,12APR11,23,EFKU,0315,EFHK,0400,BE90,N,,,745,
AY,520,,FIN,520,07APR11,13APR11,34,EFKU,0315,EFHK,0400,BE90,N,,,803,
AY,520,,FIN,520,09APR11,09APR11,6,EFKU,0315,EFHK,0400,BE70,N,,,867,
AY,520,,FIN,520,11APR11,11APR11,1,EFKU,0315,EFHK,0400,BE90,N,,,933,
AY,520,,FIN,520,14APR11,14APR11,4,EFKU,0315,EFHK,0400,BE90,N,,,821,
AY,520,,FIN,520,15APR11,15APR11,5,EFKU,0315,EFHK,0400,BE90,N,,,131,
